Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/19/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Brazil,BRA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.38593353,5.435682449,5.499685682,5.559030195,5.588538506,5.576794156,5.515662073,5.422078806,5.322183107,5.253880827,5.237021923,5.267485154,5.344655615,5.43909367,5.507924368,5.528707352,5.506661643,5.44427617,5.371260223,5.329752782,5.342047119,5.390302956,5.483655328,5.607120185,5.739657539,5.869102681,5.994965881,6.125828071,6.255135327,6.375056667,6.481662814,6.580211983,6.658305336,6.728332905,6.808089371,6.905565647,7.010603998,7.130799174,7.250663504,7.347304449,7.408327273,7.431802531,7.430783676,7.411135121,7.383127757,7.354877752,7.331814342,7.304635734,7.284370029,7.285857262,7.316511482,7.373440072,7.454015325,7.551172173,7.653955983,7.753957614,7.849402957,
Brazil,BRA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.695179066,6.608561782,6.468086811,6.314149826,6.202290131,6.159593721,6.157040317,6.222829797,6.317065546,6.382995815,6.392604373,6.357391295,6.276848596,6.185023595,6.130591328,6.138309804,6.190278519,6.289153797,6.41952741,6.558398452,6.691463674,6.810076515,6.931109111,7.047756267,7.153529785,7.246268448,7.319793417,7.380069213,7.435830545,7.500810702,7.581827528,7.683105663,7.794732825,7.902158161,7.983228369,8.025275202,8.027239166,7.997331057,7.946984624,7.892990646,7.846759047,7.801506812,7.765148731,7.744712257,7.750297659,7.787396044,7.863547751,7.965816975,8.085832113,8.210889061,8.33044402,8.447089149,8.558201616,8.65080243,8.706833489,8.716211212,8.679509189,
Brazil,BRA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.617849401,6.538415175,6.404457807,6.255888019,6.147786514,6.107145448,6.109009756,6.177305209,6.272741819,6.339423421,6.34982571,6.319927675,6.244020671,6.155751562,6.103402337,6.111844568,6.166554736,6.266912125,6.398053302,6.537229969,6.670186475,6.790506163,6.912602061,7.030263039,7.137486978,7.232223515,7.309910059,7.374801623,7.435752659,7.506708394,7.594496533,7.703966897,7.824930574,7.942288375,8.032852533,8.082933578,8.091865746,8.066923268,8.018674829,7.963016935,7.911024259,7.854891311,7.803544305,7.764612001,7.749190741,7.763781872,7.814239205,7.889713004,7.982566446,8.08099236,8.17528136,8.267013714,8.355379514,8.427529152,8.4653131,8.458535616,8.40761495,
Brazil,BRA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.300131581,7.288676434,7.339540766,7.414398709,7.459037398,7.446875976,7.367002835,7.250849317,7.131287726,7.056583518,7.053240103,7.108221922,7.218017386,7.364707638,7.521704228,7.671336588,7.808985716,7.942250457,8.066174827,8.175200344,8.266546528,8.324540486,8.364309104,8.397024433,8.44124611,8.507144196,8.583567597,8.684149105,8.786850618,8.860298065,8.888343098,8.884718758,8.839871549,8.769278077,8.694330336,8.62803908,8.558848232,8.491599979,8.438342057,8.415183191,8.430924444,8.476686921,8.559709815,8.666353264,8.778068118,8.882834019,8.995421366,9.101971515,9.188278659,9.235272919,9.232176944,9.185019331,9.086364988,8.953995118,8.814876627,8.686366334,8.565288532,
Brazil,BRA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.212314034,7.205946804,7.2601117,7.337174239,7.383586471,7.372920574,7.298935733,7.187555983,7.071117714,6.997323929,6.992565809,7.049329678,7.158866435,7.303659964,7.457503573,7.603118674,7.74000815,7.871367137,7.993071794,8.100292966,8.190543999,8.251207088,8.293704756,8.329545075,8.377466044,8.447417337,8.531666033,8.640447704,8.751266216,8.831944711,8.865325671,8.868347508,8.828885364,8.761009127,8.684348819,8.610735608,8.532129749,8.451754024,8.382154282,8.339883521,8.333890961,8.354740561,8.411601725,8.492050226,8.57857644,8.659451518,8.746114208,8.828762941,8.893685446,8.92192114,8.902372623,8.839758145,8.728781284,8.586669951,8.439382541,8.303365117,8.17463533,
Brazil,BRA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.781261545,8.67863574,8.512128056,8.332120755,8.209270068,8.179809407,8.199184721,8.299543076,8.45296567,8.619752857,8.777115608,8.928085921,9.075346235,9.212893401,9.334240015,9.434756542,9.502593182,9.54151386,9.567616439,9.603941953,9.661402652,9.718078349,9.798732586,9.879627025,9.928835282,9.931134283,9.884939166,9.808948383,9.713303243,9.613629774,9.521314187,9.437643691,9.351925102,9.280362588,9.242859843,9.248396161,9.275670714,9.336325094,9.419959995,9.511770205,9.601946203,9.679602127,9.762403152,9.830558076,9.858243882,9.833186222,9.769202091,9.651824027,9.500014161,9.34238366,9.196887225,9.05826442,8.922451099,8.796656249,8.689335149,8.604921844,8.540436233,
Brazil,BRA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.66480898,8.56947598,8.410087237,8.236036614,8.116572801,8.087231681,8.109129133,8.208713638,8.358700622,8.520179295,8.67090445,8.820198897,8.963805143,9.096428833,9.212534592,9.308254652,9.377130753,9.416576817,9.443362167,9.481057195,9.540639749,9.604415658,9.691524987,9.778195348,9.832227334,9.837746724,9.798897403,9.727849117,9.633189001,9.528957465,9.425795058,9.332896182,9.232843944,9.141758802,9.079804329,9.056330862,9.060913431,9.096744566,9.154361984,9.219809324,9.283202638,9.339168357,9.401177283,9.450022827,9.460290748,9.419104219,9.341390198,9.212788634,9.051533457,8.8851719,8.730574588,8.586318973,8.446363736,8.317257336,8.206227253,8.116306474,8.047837643,
Brazil,BRA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.70785167,53.5014859,53.32358894,53.20313097,53.1799591,53.27005718,53.27836283,53.44811938,53.7241468,54.03792984,54.35855793,54.6652082,54.97476034,55.30159017,55.66768857,56.07348058,56.41920802,56.78282287,57.15773693,57.53191162,57.89495656,58.11347523,58.35794701,58.61227103,58.86943624,59.13456163,59.33100001,59.57610532,59.85852151,60.16687511,60.49783483,60.86770003,61.2282917,61.60654853,62.03151918,62.50746935,62.93751094,63.40192606,63.88372577,64.35862306,64.81451365,65.16934198,65.54301738,65.92066603,66.28958167,66.64701574,67.02919118,67.38224261,67.71600348,68.04322394,68.36383976,68.64883469,68.90904449,69.14492115,69.35310179,69.52929759,69.61639898,
Brazil,BRA,"Population ages 15-64, total",SP.POP.1564.TO,38781126,39779298,40831604,41952807,43165457,44479443,45732974,47136633,48651010,50220189,51818270,53423740,55053703,56730737,58489688,60341850,62181348,64089561,66061580,68084775,70145391,72078671,74083876,76126978,78179014,80231574,82173117,84165242,86197194,88259981,90354814,92504647,94637067,96804022,99067514,101447505,103792330,106226861,108711345,111185470,113611797,115838942,118076415,120293448,122462351,124574843,126693491,128718032,130677686,132613519,134537486,136396096,138204657,139955289,141628142,143204007,144560447,
Brazil,BRA,"Population ages 15-64, male (% of total)",SP.POP.1564.MA.ZS,53.6411136,53.4448253,53.28131365,53.17831338,53.17470228,53.28625835,53.2969213,53.47332783,53.76002026,54.08771963,54.4246472,54.72224877,55.02769727,55.35429922,55.72248399,56.1309635,56.45233737,56.79639619,57.1547017,57.51380263,57.86275981,58.04523609,58.25815718,58.48517838,58.71978014,58.96781047,59.13333526,59.35335727,59.61757263,59.91546608,60.24396636,60.60226876,60.95797789,61.33821531,61.7715179,62.26149288,62.69436958,63.16480414,63.65633664,64.14510022,64.6192781,64.98642456,65.37630768,65.77391848,66.16574668,66.54842654,66.95204737,67.32785985,67.68660516,68.0420659,68.39464207,68.70726928,68.99706333,69.26523427,69.50905481,69.72461484,69.84014133,
Brazil,BRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,19285094,19790584,20324456,20893528,21508524,22174186,22800911,23503267,24261606,25047825,25848743,26640149,27444833,28274009,29144820,30062386,30958986,31891837,32857523,33848868,34858588,35790672,36759872,37748948,38743573,39739944,40669573,41626000,42604839,43602515,44620166,45656472,46687381,47739645,48844621,50012466,51154832,52344847,53563015,54779371,55975313,57067019,58166697,59259051,60329727,61374121,62417336,63414632,64381585,65339877,66296236,67216687,68114831,68987509,69825492,70619675,71294990,
Brazil,BRA,"Population ages 15-64, female (% of total)",SP.POP.1564.FE.ZS,53.77402682,53.55770499,53.36557207,53.22777731,53.18518416,53.25396098,53.25991572,53.4230689,53.68850993,53.98847397,54.29293279,54.60858464,54.92223441,55.24931199,55.61336947,56.01652043,56.38638817,56.76938491,57.16074351,57.54982038,57.9267997,58.18093318,58.45653862,58.73778775,59.01718463,59.29913263,59.52595323,59.79564549,60.09584799,60.41435044,60.74758827,61.12859503,61.49378134,61.86989799,62.28649394,62.74851492,63.17563347,63.63401379,64.10615387,64.56735571,65.00525403,65.34794455,65.70569312,66.0637711,66.41026667,66.74303869,67.10426358,67.43512492,67.74456668,68.04434325,68.33394358,68.59213339,68.82369816,69.02834588,69.20210605,69.34031368,69.39999261,
Brazil,BRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,19496030,19988715,20507155,21059279,21656935,22305257,22932060,23633365,24389405,25172362,25969526,26783587,27608868,28456724,29344866,30279461,31222358,32197724,33204059,34235903,35286805,36287997,37323988,38378009,39435423,40491628,41503526,42539206,43592317,44657437,45734649,46848151,47949670,49064375,50222894,51435040,52637511,53882031,55148343,56406101,57636483,58771926,59909718,61034396,62132623,63200725,64276144,65303389,66296091,67273637,68241251,69179389,70089803,70967760,71802643,72584332,73265400,
Brazil,BRA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.593236864,9.607392484,9.693481766,9.828342462,9.980304724,10.13074921,10.25102737,10.3891041,10.52865456,10.65047286,10.74664033,10.81608325,10.85504436,10.88035842,10.9172119,10.97628259,11.04237574,11.12638575,11.20469503,11.24305009,11.2236858,11.13822343,11.01562069,10.86857153,10.71834493,10.58060021,10.44470377,10.32363691,10.22655925,10.16602127,10.14817449,10.17348985,10.23137129,10.31270376,10.40225236,10.48666654,10.54528275,10.60231828,10.64255162,10.64380722,10.59384629,10.47550934,10.31552012,10.1298231,9.942430386,9.768771847,9.606594567,9.450360574,9.308197066,9.187954749,9.091068622,9.008475258,8.950399462,8.901815899,8.837555383,8.741446268,8.605990662,
Brazil,BRA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.456377614,9.474262876,9.561127111,9.694701974,9.843983006,9.990473608,10.11037957,10.244955,10.37909135,10.49525989,10.58655791,10.65721965,10.69592166,10.72025048,10.75642904,10.81597697,10.88867579,10.97803744,11.0608927,11.10331417,11.08755179,11.00886604,10.89046387,10.74393873,10.58906387,10.4408821,10.29425322,10.15610581,10.03606897,9.947791212,9.898741286,9.896803293,9.923568153,9.971005074,10.02584096,10.07659766,10.11691573,10.15521781,10.17577983,10.15709541,10.08825565,9.965288336,9.800633785,9.608711667,9.413014578,9.229740981,9.065946588,8.907555712,8.761408173,8.634924472,8.530319952,8.448684336,8.389806189,8.338113367,8.269367513,8.169018398,8.040406537,
Brazil,BRA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.82915769,11.95889552,12.07630686,12.18582084,12.2840649,12.35554118,12.3730532,12.38681981,12.39846902,12.41803163,12.45470349,12.51746727,12.59748302,12.68010086,12.72732338,12.69962045,12.60532713,12.4575158,12.27608032,12.0868967,11.90380496,11.71778422,11.54835185,11.39838298,11.28243628,11.21720419,11.2009481,11.23621936,11.30349417,11.37630711,11.43690857,11.49968169,11.54652762,11.5732289,11.5617549,11.4886288,11.34340044,11.14479991,10.91069063,10.67220446,10.45305151,10.2412408,10.05270526,9.881773981,9.727825596,9.597114033,9.500361312,9.426270406,9.363668647,9.287713518,9.174594259,9.025841003,8.84472323,8.641396717,8.432592958,8.229401433,8.026984013,
Brazil,BRA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.63460287,11.76592721,11.88347089,11.99163239,12.08848734,12.16121661,12.18352096,12.2002074,12.21292369,12.23376792,12.27551491,12.34545909,12.43121708,12.51799741,12.5688722,12.54707747,12.45856243,12.3138961,12.13300767,11.94078275,11.75041325,11.55076738,11.36156977,11.18752997,11.04470126,10.95045778,10.90240903,10.90275425,10.93369525,10.97122524,10.99977606,11.03417927,11.05508206,11.05845003,11.0263559,10.9359717,10.78298209,10.57824171,10.33968495,10.09746636,9.874351187,9.662888596,9.47257868,9.299160838,9.142697836,9.009366876,8.911381417,8.834753306,8.769381657,8.691614572,8.578688562,8.434283628,8.258446724,8.061482554,7.859219415,7.66184979,7.46801624,
Brazil,BRA,"Population ages 5-9, male (% of male population)",SP.POP.0509.MA.5Y,14.45317013,14.52564335,14.53854355,14.49514394,14.42025267,14.34301495,14.34479003,14.38978427,14.45186648,14.4814511,14.42322388,14.36901617,14.23131526,14.01139933,13.74013286,13.46308292,13.27078455,13.08475481,12.90905113,12.747427,12.60164385,12.52400099,12.50789523,12.54138561,12.59253044,12.61720648,12.63711949,12.64971498,12.6413439,12.59630117,12.50112738,12.37937312,12.17705702,11.90377548,11.59610794,11.30490856,11.04872062,10.81476841,10.60697691,10.42025699,10.24280886,10.08234655,9.96101701,9.868870943,9.780166194,9.661223717,9.519130567,9.333132019,9.104959321,8.85467609,8.613546853,8.396557888,8.183889466,7.980728689,7.792557693,7.624125416,7.485144139,
Brazil,BRA,"Population ages 5-9, female (% of female population)",SP.POP.0509.FE.5Y,14.1741611,14.24585404,14.26220631,14.22783658,14.16678039,14.10663863,14.11055097,14.16002826,14.23164803,14.27729613,14.24221762,14.18601527,14.04672102,13.8281509,13.56283329,13.29759571,13.08853976,12.87956543,12.67733696,12.4895399,12.32266662,12.21044311,12.15759946,12.15406156,12.17036766,12.1651815,12.15288132,12.13735915,12.10579428,12.04241991,11.9329783,11.7953575,11.58210856,11.30256466,10.99188575,10.69894389,10.4421416,10.20736668,9.998733415,9.811679115,9.635207712,9.475877514,9.354258528,9.261342784,9.172930172,9.057004171,8.917368755,8.735917956,8.514574524,8.272782673,8.040683786,7.83056538,7.624391034,7.427076743,7.243785718,7.079088702,6.942072961,
Brazil,BRA,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,43.141658,43.30034918,43.4320652,43.5107981,43.50035175,43.38552699,43.35311999,43.16474679,42.87223027,42.54032428,42.1974418,41.85165439,41.50470108,41.14154998,40.73972103,40.29879261,39.91449491,39.51733933,39.11430157,38.71867352,38.34066328,38.10370073,37.84721408,37.58419978,37.31768204,37.03933777,36.80423991,36.52042271,36.19706795,35.8428761,35.45963267,34.99283314,34.53467883,34.06180199,33.55063194,32.99910475,32.45067624,31.87841459,31.29133439,30.70320816,30.12024177,29.60980175,29.06582195,28.51079258,27.96851103,27.44629056,26.90104764,26.39303806,25.90366231,25.40872517,24.90178002,24.39960447,23.91077232,23.43230303,22.96482029,22.51027942,22.1362691,
Brazil,BRA,"Population ages 0-14, total",SP.POP.0014.TO,31151536,32194573,33257343,34310013,35308650,36226056,37213364,38067585,38823833,39534881,40225468,40901187,41564301,42204762,42804967,43366377,43990995,44602378,45207398,45820695,46453456,47260366,48046041,48815231,49558137,50253596,50973675,51593675,52124336,52578625,52959722,53180910,53378277,53522223,53582078,53556429,53515483,53410742,53248664,53042630,52797045,52631621,52362375,52027107,51668596,51301882,50846319,50417733,49988636,49520588,49005774,48478766,47955680,47429004,46897179,46362646,45966597,
Brazil,BRA,"Population ages 0-14, male (% of total)",SP.POP.0014.MA.ZS,43.61515905,43.76996577,43.89471687,43.9637802,43.9407908,43.8101143,43.77093925,43.57127303,43.26348663,42.91352421,42.55102085,42.20852001,41.86111876,41.49504095,41.08943224,40.64555236,40.28797472,39.91491503,39.53528368,39.16370673,38.81076021,38.61613908,38.40047873,38.17689512,37.94786449,37.70432583,37.50727161,37.25927089,36.96853209,36.64292827,36.28396886,35.84075366,35.40307183,34.94728864,34.44997846,33.9093053,33.36632515,32.79764425,32.21221572,31.62423594,31.04027475,30.52765857,29.98083445,29.4219401,28.87483571,28.347149,27.79664584,27.28345941,26.78865543,26.28800023,25.77531842,25.26801629,24.77512057,24.29306094,23.82199134,23.36378499,22.98790541,
Brazil,BRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,15680556,16207989,16743886,17273178,17773518,18230847,18725608,19150991,19524577,19873096,20209417,20548156,20878057,21194942,21491219,21768774,22094299,22412689,22728340,23049200,23380984,23810698,24230027,24641074,25038170,25409927,25796020,26130863,26419028,26666301,26874006,27001669,27115018,27199539,27240647,27238152,27224913,27179498,27104660,27006829,26888092,26807483,26674589,26507714,26327988,26143088,25913959,25697691,25480611,25244011,24984510,24719835,24458333,24195656,23930440,23663708,23466769,
Brazil,BRA,"Population ages 0-14, female (% of total)",SP.POP.0014.FE.ZS,42.67211309,42.8343875,42.97277377,43.06093184,43.06283084,42.96369526,42.9379393,42.76077704,42.48349995,42.16962976,41.84635962,41.49740494,41.15103298,40.79095133,40.39304931,39.95523149,39.54459165,39.12373152,38.69769551,38.2784261,37.87575679,37.59715401,37.30056227,36.99883378,36.69552015,36.38302566,36.11086697,35.79221107,35.4372026,35.05533588,34.64866013,34.1593735,33.68178084,33.19277702,32.66866404,32.1071586,31.55392424,30.97869811,30.39054341,29.80282198,29.22138816,28.71358409,28.17292828,27.62224276,27.08523198,26.56890959,26.02938821,25.5270063,25.04349294,24.5546988,24.0538919,23.55724692,23.07287826,22.59839812,22.13490816,21.68445195,21.31268494,
Brazil,BRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,15470978,15986577,16513443,17036823,17535126,17995211,18487739,18916566,19299237,19661775,20016051,20353016,20686220,21009798,21313735,21597609,21896692,22189691,22479073,22771513,23072471,23449699,23816082,24174243,24520034,24843667,25177729,25462928,25705432,25912411,26085715,26179294,26263310,26322702,26341422,26318280,26290517,26231178,26143951,26035773,25908953,25824112,25687762,25519386,25340607,25158794,24932376,24720055,24508027,24276579,24021264,23758934,23497335,23233321,22966713,22698938,22499749,
